,Pitcher,pitcherId,team,Total,Hand,Stf+ FA,Stf+ SL,Stf+ CU,Stf+ FC,Stf+ SI,Stf+ CH,Stf+ FS,Stuff+
4124,J. Bordelon,1777699914,NICH,145,L,115,,101,,,,,105
4125,S. Cowgill,1777811913,CARK,231,R,93,100,,,,98,,96
4126,S. Connolly,1778108790,SC,68,R,93,,,,,,,93
4127,J. Lawrence,1778423796,SOU,119,R,106,102,,,,,,105
4128,K. Entz,1778479039,SAC,337,R,103,98,,,,,,102
4129,B. Lambert,1778479841,HCU,342,R,117,105,103,,,86,,112
4130,C. Hartsell,1778925046,BC,391,R,90,95,,,,126,,101
4131,J. Jones,1779024649,BALL,316,R,91,112,112,97,,,,103
4132,J. Lee,1779074442,SAM,1017,R,96,108,102,103,,109,,103
4133,M. Rizy,1780047249,LSU,438,R,116,107,100,,102,,,111
4134,C. Hendrix,1780195439,GTWN,187,R,88,,97,,,99,,93
4135,T. Tomii,1781130944,HAW,124,R,,,107,89,,,,98
4136,G. Ekizian,1781384264,FRES,32,R,101,,,,,,,101
4137,B. Eagen,1782135050,PRE,169,R,101,94,,,,,,99
4138,B. Rehkow,1782740509,WIN,264,R,101,102,100,,,,,101
4139,S. Stephens,1782841114,NAVY,308,L,91,96,,,,110,,96
4140,T. Do,1782970407,UNM,229,R,94,84,,,,92,,91
4141,J. LeBlanc,1783066024,NWST,380,L,119,103,,,,,,115
4142,J. Prieto,1783708504,TXSO,37,R,90,,,,,,,90
4143,T. Ash,1783938145,MOSU,523,R,101,95,103,,,,,101
4144,J. Montembeau,1784120148,PRIN,58,R,93,,,,,,,93
4145,A. Musso,1784137821,ASU,283,R,113,104,,,,80,,107
4146,R. Morin,1784199858,ARPB,221,L,87,100,82,,,,,88
4147,J. Pollaro,1785248781,DEL,209,L,106,93,,,79,,,98
4148,D. Lang,1785424743,SC,182,R,99,95,98,,,,,98
4149,G. Holpuch,1785976474,TNTC,710,R,96,97,,,,104,100,98
4150,A. Payne,1786217523,LAF,293,L,98,101,102,112,,,,102
4151,C. Adams,1786862210,AC,378,L,89,86,70,,,98,,86
4152,R. Synodi,1787397101,UONH,38,L,73,,,,,,,73
4153,A. Angelidis,1787530827,SPC,79,R,79,85,,,,,,81
4154,J. Bellhorn,1787535288,UNF,61,R,,,,,91,,,91
4155,P. McKenzie,1787909937,VILL,168,R,98,82,,,,100,,96
4156,J. Howard,1787936470,BU,31,R,100,,,,,,,100
4157,T. McGuire,1787979610,GC,327,R,100,,,106,,,,103
4158,L. Brock,1788802761,KENN,248,R,102,105,,,,104,,103
4159,G. Lauridsen,1788947982,USC,682,R,107,,101,,,100,,105
4160,J. Johnson,1789140645,LMU,961,R,111,86,100,93,116,88,,104
4161,J. Gorelick,1789193305,STET,148,R,91,105,,,103,,,101
4162,L. Davenport,1789292505,BAY,899,R,104,109,,92,105,97,,102
4163,W. Jaisle,1789800332,ND,287,R,99,111,,108,98,,,106
4164,D. Story,1790363222,HP,256,R,102,107,,,,106,,104
4165,C. Reed,1791046091,WICH,763,R,102,96,,99,97,85,,98
4166,P. Bauer,1791552299,JMU,771,R,95,103,79,,,,115,96
4167,H. Knighton,1791695340,GW,179,R,86,88,,,95,,,89
4168,S. Mante,1792020886,GRAM,147,L,89,105,,,,102,,97
4169,J. Nash,1792043397,LONG,588,R,121,98,,107,,104,,112
4170,H. Hoffarth,1793042954,SEA,158,L,105,85,,,,,,100
4171,J. Iglesias,1793261831,PAC,43,R,96,,,,,,,96
4172,M. Crocker,1793369712,NORF,157,L,83,92,,,,94,,87
4173,C. Suchy,1793778050,CONN,882,L,112,108,108,94,,98,,106
4174,B. Sweeney,1794144822,MSST,282,R,106,,,97,,116,,108
4175,T. Rudge,1794710251,CAN,94,R,106,83,,,,,,96
4176,E. Garber,1794865018,BUCK,802,R,96,99,,105,,91,,99
4177,D. Hansen,1795007683,WIN,163,R,107,107,,,,,,107
4178,B. Adamson,1795215631,CSB,181,L,112,101,,,,,,109
4179,J. Ruhl,1795463618,CREI,589,R,101,92,,,98,90,,96
4180,T. Carey,1795608420,MICH,221,R,104,98,,105,,98,,103
4181,M. Bilo,1795994574,WRST,240,R,97,98,,,,,100,98
4182,L. Bryan,1796236505,MEM,117,R,98,98,,,,,,98
4183,G. Rossi,1796302920,SF,189,R,94,104,,,99,,,98
4184,M. Mcclellan,1796311017,CREI,202,R,96,79,97,,,,,94
4185,C. White,1796566185,EMU,393,L,96,121,,111,,,,112
4186,L. Alack,1796939234,UNO,628,L,98,114,103,,,86,,100
4187,C. Temple,1798033768,NIU,28,R,82,,,,,,,82
4188,D. LaDuke,1798332236,HP,113,R,101,100,,,,,,101
4189,C. Sherwood,1799778148,FIU,69,R,98,91,,,,,,95
4190,L. Zmolik,1799995623,YSU,397,R,104,100,,,,104,,103
4191,L. Gross,1800065369,UNCA,106,R,91,76,,,,,,86
4192,A. Barney,1800604835,SDST,141,L,88,96,,,,87,,91
4193,N. Thigpen,1801159888,TROY,712,R,113,98,,98,,97,,107
4194,N. Kenney,1801185075,WASH,1061,R,116,99,92,99,,110,,111
4195,C. Earing,1801503188,SLU,469,R,95,93,,,,94,,94
4196,L. Trotter,1802121562,NWST,235,R,90,107,91,,91,,,95
4197,E. Sanchez,1802268698,COOK,78,L,109,,,,,98,,104
4198,B. Jaenke,1802965043,MINN,326,R,109,,108,,,,,109
4199,T. Kelly,1804555751,UTU,312,R,96,116,,112,,,,104
4200,M. Blasche,1804936858,SAM,970,R,92,81,90,,,94,,91
4201,C. Wolfe,1805015223,SIND,66,R,85,,,,,,,85
4202,C. Chalfant,1805479503,HP,29,R,90,,,,,,,90
4203,T. Farrell,1805525717,SEA,932,R,94,107,101,106,,100,,101
4204,C. Nelson,1806005215,TCU,363,R,96,98,,,97,94,,96
4205,T. Campos,1806114398,JMU,81,R,,,,,94,,,94
4206,B. Lenhardt,1806123050,MVSU,104,R,89,77,,,,,,85
4207,K. Scott,1806139771,DSU,104,R,78,84,,,,,,81
4208,C. Cooper,1806167773,OAK,249,R,89,103,,,,,,95
4209,C. Freeman,1806205185,LONG,312,R,102,87,90,,106,,,99
4210,T. Jackson,1807018640,SLU,88,R,107,,,,,,,107
4211,C. Clover,1807498832,VCU,429,R,104,101,,,108,99,,104
4212,J. Geshel,1808655652,EIU,517,R,108,103,,,,106,,107
4213,J. Stewart,1808869021,UNF,336,R,87,81,84,,87,100,,87
4214,A. Carroll,1808888047,SEMO,797,R,90,102,,100,,105,,98
4215,H. Lollin,1809398321,PSU,226,R,116,109,99,82,,,,105
4216,K. Rylance,1809745292,SDST,315,R,92,100,,,,105,100,96
4217,A. Fishnick,1810000562,MILW,355,R,85,93,,92,,101,,91
4218,C. Helmers,1810358613,UAB,504,R,95,115,,,101,,,105
4219,C. Gibson,1810510101,UONH,26,R,,,,,81,,,81
4220,C. Gilkerson,1810902815,WRST,270,R,87,,91,101,,,,96
4221,D. Gray,1811079271,SELA,162,R,112,,92,,,95,,105
4222,B. Appel,1811098497,BRAD,197,R,100,100,,,,89,,97
4223,L. Schat,1812009743,NEV,261,R,91,99,,,,,,96
4224,A. Perando,1812154470,TOWS,141,R,97,97,92,,,,,96
4225,P. Rodgers,1812242101,UCI,340,R,105,100,,,101,,,102
4226,B. Yoak,1812427465,WVU,142,R,,99,,,102,,,100
4227,A. Kapica,1812614639,FOR,403,R,97,101,100,,,,,99
4228,S. Pillsbury,1812626700,UOTS,27,L,90,,,,,,,90
4229,C. Coffin,1812869926,TAR,136,L,87,,,53,105,104,,90
4230,D. Weekly,1813229534,NMSU,435,R,99,107,,,,,,102
4231,L. Waters,1813237373,MISS,330,R,115,125,,109,,,,116
4232,G. Smiddy,1813390713,BUT,59,L,86,,,,88,,,87
4233,M. Tomita,1814358949,NEV,551,R,101,88,87,,,,89,94
4234,C. Taczy,1815068788,UIC,241,R,,106,,,100,,,103
4235,E. Wendel,1815207045,TAR,708,R,98,99,,107,100,,102,99
4236,D. Young,1815300643,EVAN,166,R,103,90,,,96,,,98
4237,L. Castano,1815818154,HCU,641,R,92,90,,,,91,98,92
4238,L. Corcoran,1815927257,COPP,87,L,83,,,,,,,83
4239,C. Lanz,1816349774,SCU,494,R,105,105,,,119,104,,107
4240,A. Doll,1816715946,NDSU,82,R,94,,89,,,,,92
4241,N. Worthington,1816927073,URI,28,R,95,,,,,,,95
4242,A. Steht,1817111109,MEM,225,R,86,87,,109,,105,,92
4243,J. Lowe,1817322690,TTU,495,R,98,99,101,98,96,103,,99
4244,A. Yearwood,1817575025,TXST,197,R,91,113,,,,,,106
4245,K. Rudolph,1817872796,MSU,381,R,100,75,,,,,101,92
4246,H. Krift,1818539643,ELON,338,R,98,86,,,97,106,,97
4247,M. Bell,1819428967,SIND,123,R,92,101,,,,90,,94
4248,B. Beaty,1819544271,PV,473,R,88,84,87,,95,95,,89
4249,J. Hulcher,1819597924,DEL,538,R,104,99,,93,,99,,102
4250,L. Davis,1820135244,TCU,963,R,109,107,,101,105,84,,105
4251,A. Esker,1820732851,WIU,177,L,104,85,,,,109,,103
4252,N. Blaszczak,1820761972,WEBB,56,R,,99,,91,,,,95
4253,G. Howard,1821046020,ORE,56,R,124,,,,,,,124
4254,J. Nadel,1821267999,GW,326,R,86,,77,,88,104,,91
4255,J. DeTienne,1821483422,XAV,394,R,105,106,,,,99,,104
4256,C. Mohan,1821920924,TTU,732,R,95,105,,98,,93,,97
4257,R. Parker,1822252575,SHU,312,R,93,92,,102,,94,,94
4258,A. Smith,1822488763,CHSO,464,R,86,86,93,,,99,,89
4259,B. Crane,1822937777,MSU,289,L,97,93,,,100,,,96
4260,B. Mannis,1823013818,AC,570,L,113,106,104,85,,,,104
4261,J. Roitman,1823042984,WAG,92,R,97,107,,,,,,100
4262,J. Rodriguez,1824635686,TULN,874,R,94,104,97,,95,108,,100
4263,A. McNabb,1824737203,DAY,697,R,99,93,,,98,,,96
4264,B. Brown,1825132008,TENN,38,L,119,,,,,,,119
4265,B. Estes,1825246584,CP,665,L,119,95,99,,,,,113
4266,C. Flynn,1825999453,RID,103,R,112,,,,,,,112
4267,T. Hosick,1826708333,NEOM,247,R,111,101,,,,,,107
4268,A. Morrison,1826790729,UOTS,25,R,99,,,,,,,99
4269,T. Crabtree,1827330056,USM,463,R,107,111,,,93,118,,111
4270,M. Kahn,1827549700,VILL,493,R,93,97,,98,,99,,96
4271,K. Carr,1827741748,KU,615,R,109,100,91,,,98,,102
4272,L. Grant,1827768225,TXSO,48,L,,,,,,119,,119
4273,N. Gilpin,1828002427,SJU,157,R,113,,91,,,,,105
4274,M. Sharman,1828166148,CLEM,902,L,111,82,84,95,105,89,,97
4275,D. Galindo,1828696978,UTAH,56,R,109,,,,,,,109
4276,E. Valdez,1829032540,PAC,140,R,97,,,95,,,,96
4277,N. Samol,1829255076,CLEM,104,L,,109,,,121,124,,116
4278,J. Morales,1830479161,COOK,107,R,113,,114,,,,,113
4279,L. Morgan,1830512601,ORE,310,R,102,,108,,,,,105
4280,B. Linker,1830600232,PRE,103,R,114,,,,,,,114
4281,T. Lawrence,1830710342,MIZZ,423,R,102,105,,,106,,,105
4282,J. Hudson,1831205385,QUC,100,R,91,66,,,,,,84
4283,C. Seneker,1832006071,WM,424,R,90,81,,,92,98,,93
4284,C. Davis,1832110473,JKST,121,R,91,104,,102,,,,98
4285,J. Doney,1832740889,MASSL,162,L,81,73,,,,89,,82
4286,T. Roach,1833320636,CAL,339,R,98,106,,94,103,101,,101
4287,J. Turner,1833645264,CSN,286,R,92,104,,105,93,,,100
4288,R. Clapp,1833814561,ILST,202,R,98,,,83,,,98,93
4289,Z. Spurrier,1833831347,SAM,461,R,121,102,,,,98,,115
4290,W. McDuffie,1834657565,UNC,920,R,99,104,,,106,105,,102
4291,W. Page-Allen,1835415528,FRES,406,R,104,78,,,,100,,100
4292,R. Biemiller,1835440473,FGCU,170,R,92,82,,,,,,89
4293,S. Impson,1835547059,MEM,597,R,111,98,,,,93,,105
4294,A. Horvath,1835740932,JMU,286,R,89,,100,95,,,,93
4295,C. Farmer,1835999878,MVSU,148,R,78,92,,,,,,84
4296,R. Ricken,1836218189,LSU,310,R,105,107,107,,101,,,105
4297,M. Tarr,1836220165,NIU,346,R,94,105,,,,,,103
4298,C. Cartledge,1837054185,EKY,320,R,87,90,94,,96,100,,90
4299,J. Litman,1837146158,FAU,1195,R,116,115,,105,,92,,112
4300,B. Miller,1837288819,FAIR,276,L,117,97,,119,,,,114
4301,T. Potts,1837900700,NCST,57,L,,94,,,,,,94
4302,H. Winston,1837951976,OHIO,516,L,94,100,,94,,106,,96
4303,R. Payton,1838161495,EKY,45,L,94,,,,,,,94
4304,M. Pontari,1838206004,HALL,374,R,93,96,95,,,,,94
4305,A. Bingler,1838320273,JMU,42,L,123,,,,,,,123
4306,G. Hansen,1838538792,OAK,449,R,104,114,116,,,110,,108
4307,T. Kuhns,1838631360,TENN,1119,R,122,99,95,,,90,,110
4308,L. Connors,1839026800,LMC,169,R,93,88,,,,,,92
4309,K. Shatwell,1839110245,PEAY,278,R,100,108,,,102,,,103
4310,K. Guillory,1839824329,GRAM,383,R,88,109,107,,109,107,,104
4311,S. Mitchell,1840099254,USM,99,R,104,,110,,,,,107
4312,T. Bassett,1840443976,VMI,292,R,105,104,,101,,,,104
4313,W. Franklin,1841048623,NKU,87,R,98,94,,,,,,96
4314,Z. Leduc,1841077101,BALL,187,R,107,94,,98,,,,103
4315,E. Walker,1841097260,IND,34,R,100,,,,,,,100
4316,S. Rhodes,1841353182,OKST,856,R,98,112,,103,102,102,,104
4317,Z. Brown,1842166743,BEL,668,R,92,106,,,99,96,,101
4318,B. Suiter,1842280102,TTU,465,R,103,109,98,,,100,,103
4319,B. Bunting,1842335018,UALR,165,R,119,109,98,,,,,112
4320,C. Ewaldsen,1842522004,MER,340,R,111,98,,,,,,109
4321,H. Trier,1842772974,EIU,38,R,92,,,,,,,92
4322,J. Tonnotti,1844377501,SPC,36,R,86,,,,,,,86
4323,M. Toro,1844523508,JKST,180,R,83,95,,,,,,87
4324,D. Smith,1844626997,CONN,86,R,118,,,,,,,118
4325,O. Byberg,1844792414,EVAN,621,R,86,,104,,,100,,97
4326,B. Barrera,1845396184,UIC,226,L,105,95,,,,,,100
4327,Z. Yates,1845638060,CBU,505,R,91,111,,104,109,,,104
4328,B. Matuschat,1845809362,SHU,344,R,94,107,,,,113,,101
4329,C. Masonis,1845832140,UNCW,459,R,121,104,,105,,,,114
4330,C. Gatwood,1846240972,AUB,28,R,,,,,,106,,106
4331,J. Nuanez,1846376793,WICH,595,R,103,91,,92,124,93,,100
4332,B. Blaker,1846774694,SLU,86,R,93,,,,,95,,94
4333,H. Hebert,1846828626,MRMK,73,R,90,82,,,,,,87
4334,A. Karns,1847073211,UTM,29,R,92,,,,,,,92
4335,A. Egan,1847522477,BU,85,R,100,91,,,,,,97
4336,H. Engle,1848244343,FAIR,227,R,100,102,99,101,,,,100
4337,L. Smyers,1848473444,ALA,252,L,102,108,,,97,100,,101
4338,L. Freche,1849795608,SELA,283,R,96,110,,106,,,,105
4339,R. Bailey,1849798660,MD,438,R,94,104,,,91,,,97
4340,N. Adcock,1849909671,UK,481,R,106,,119,95,92,105,,111
4341,R. Brown,1849920003,LA S,53,R,94,,,,,,,94
4342,C. Meeler,1850051422,CARK,60,R,105,,,,,,,105
4343,W. Foley,1850865740,WICH,120,R,88,,97,105,,,,96
4344,H. Thayer,1850930344,UTRGV,754,R,95,107,,,90,122,,104
4345,B. Faccio,1851433048,YALE,347,R,102,108,91,,,,,103
4346,H. Tomlinson,1852427292,ARST,165,R,92,97,,,,,,94
4347,M. Mabrey,1852476253,LIP,374,L,96,107,,111,,,,100
4348,C. Achee,1852723125,MCNS,422,L,121,110,113,88,,,,114
4349,A. Van Tuyle,1853640524,RICH,216,R,87,94,,,,109,,93
4350,S. Johnsen,1854410800,INST,609,L,101,89,91,,,86,,92
4351,K. Perkins,1854542353,NICH,29,R,118,,,,,,,118
4352,K. Furr,1854614797,DAV,263,R,91,102,,,,,,98
4353,N. Moten,1854858569,SIUE,34,R,110,,,,,,,110
4354,T. Jacobsen,1855464956,UVU,151,R,101,98,,,,,,100
4355,T. Beliveau,1855914304,MSST,29,R,103,,,,,,,103
4356,J. Van Ness,1856013201,BEL,310,R,92,,95,,,110,,100
4357,Z. Evans,1856099673,UTA,403,R,107,98,95,,,,,104
4358,J. Rose,1856674539,UNC,567,L,104,98,,,117,98,,103
4359,C. Cates,1857598416,MTU,87,R,106,106,,,,,,106
4360,A. Dorsch,1858034927,YSU,137,R,95,,,,,103,,97
4361,W. Maksimow,1858309571,LAF,364,R,101,,101,,,,,101
4362,C. Casabella,1858309770,TNTC,823,R,96,103,,,101,100,,100
4363,M. Strickland,1858611971,MER,35,R,90,,,,,,,90
4364,D. Wenske,1858934345,SFA,69,R,90,108,,,,,,100
4365,R. Fisher,1859162687,LT,579,L,108,96,,,112,100,,105
4366,S. Smith,1859380545,APP,82,R,109,92,,,,,,102
4367,J. Webb,1859384484,ECU,878,R,107,100,,,120,110,105,106
4368,C. Carson,1859521548,CSN,200,R,90,106,,100,,,,99
4369,F. Palencia,1859793091,USD,667,R,107,103,,,,101,,105
4370,A. Walsh,1859897718,JAC,365,L,109,102,,,,94,,106
4371,N. Kugler,1860031934,DART,321,R,100,100,,,,,,100
4372,C. Foster,1860884544,FIU,510,L,96,112,99,,90,,,98
4373,L. Magdits,1860894783,FDU,29,R,79,,,,,,,79
4374,A. Casoliba,1861233563,VAN,31,R,,,,,95,,,95
4375,A. Habermann,1861479521,SCU,275,R,,,,103,99,108,,101
4376,A. OConnell,1861624316,DUKE,358,L,112,,94,104,,97,,106
4377,J. Barberi,1862463014,FLA,503,R,131,117,,,,,,124
4378,A. O'Brien,1862559205,FOR,47,R,92,,,,,,,92
4379,J. Willhite,1862918891,EVAN,390,L,94,98,,,,97,,95
4380,J. Granda,1862967667,UNCW,161,R,113,,,96,,,,108
4381,D. Webb,1864207639,BRAD,757,L,111,96,98,,80,90,,105
4382,E. Glassman,1864524134,OAK,565,L,96,95,86,94,,105,,98
4383,J. Chavez,1865139306,VILL,385,R,94,74,,,,103,,89
4384,P. Leon,1865432168,HC,296,R,107,96,99,100,,110,,105
4385,P. Williams,1866087519,KENT,260,R,123,,115,,,,,121
4386,L. Devasher,1866345982,BAY,211,R,116,96,,,,,,109
4387,J. Colucci,1866476709,UNCG,495,R,90,61,,,,93,,89
4388,I. Beebe,1866600584,LIU,202,R,95,80,,,,,,90
4389,J. Rifenburg,1866672203,NW,710,L,109,82,98,,105,99,,103
4390,B. Fox,1866778115,UMBC,473,L,108,110,100,105,,,,107
4391,C. Snyder,1867043045,BUT,432,R,92,91,106,,91,,,92
4392,J. Bush,1867276773,IW,159,R,91,92,,,,,,92
4393,T. Kramkowski,1867628590,MOSU,171,R,93,90,88,,,,,91
4394,M. Dobbs,1867978460,MTU,252,R,94,102,97,,,,,98
4395,L. Proehl,1868541589,MRSH,146,R,93,91,97,,,,,94
4396,D. Kahn,1868984589,HARV,580,R,89,95,94,,105,116,,98
4397,G. Quintana,1869308840,LAF,635,R,99,92,,99,,87,,95
4398,J. Fryer,1870498633,NW,253,L,97,115,,89,,,,101
4399,J. Peters,1870568235,GMU,143,R,102,111,,,97,,,101
4400,B. Bowen,1871622740,AKR,499,R,96,92,,99,,86,,95
4401,W. Moss,1871707576,UCLA,851,R,114,99,,,,109,,110
4402,R. De Jesus,1871769278,UMES,77,R,89,,,100,,,,93
4403,J. Hubbard,1872629990,UTSA,196,R,113,104,,,,,,111
4404,C. Martinez,1872784906,STON,351,R,98,101,,112,,93,,99
4405,W. Paxson,1873974886,OAK,203,R,94,111,,,,,,99
4406,C. Giese,1874245218,UTA,120,R,94,98,,,,,,95
4407,J. Phillips,1874273953,SIUE,762,R,113,96,103,92,,98,108,103
4408,A. Stieglitz,1874619608,ELON,178,R,104,,90,,,,,100
4409,D. Angelakos,1874693764,GT,335,R,103,106,,106,,104,,104
4410,K. Rusinak,1875521355,QUIN,44,R,96,,,,,,,96
4411,P. Lee,1876538563,ARK,208,R,95,113,,,100,,,104
4412,R. Bracamonte,1876896049,CSB,198,R,84,81,,,,109,,88
4413,P. Underwood,1877090941,LU,108,R,94,101,,,,,,96
4414,T. Nikolis,1877250109,UNF,625,R,107,111,,105,,109,,107
4415,A. Santiago-Cruz,1877305234,RICH,329,R,100,88,,,,98,,96
4416,K. Mentzel,1877328535,HCU,238,R,121,108,99,,,,,113
4417,K. Bryant,1877329683,NWST,29,L,91,,,,,,,91
4418,L. Stumpf,1877619879,CMU,394,R,103,96,,,,104,,102
4419,J. Chancellor,1877763650,UVU,65,R,96,,,,,,,96
4420,C. Collora,1878635871,LA S,94,R,98,,,,,,,98
4421,J. Young,1878903864,XAV,288,R,101,106,,115,,,,103
4422,D. Hill,1879118946,NICH,169,R,114,111,,,,,,112
4423,K. Mannell,1879568649,NEB,206,R,,102,,,110,,,107
4424,J. Barfield,1879692728,OKLA,130,L,111,121,,127,,,,117
4425,B. Norton,1880781361,HCU,324,R,97,102,,,94,88,,96
4426,M. Harder,1880955202,MCYH,80,R,90,,,,,102,,96
4427,P. Braddy,1881107620,UNCW,62,L,,,,,103,,,103
4428,E. Diez,1882532935,LBSU,77,R,111,,,,,,,111
4429,N. Santivanez,1882668440,CSF,245,R,108,101,,,,113,,107
4430,L. Winkelman,1882868955,MINN,111,L,104,102,,,,,,103
4431,D. Emerling,1882939729,SMC,243,R,97,113,,,111,,,109
4432,J. Gutierrez,1883324060,UTRGV,372,L,101,94,,,,108,,99
4433,C. Herchelroath,1883727765,AKR,41,L,99,,,,,,,99
4434,N. Falla,1884083372,SDSU,34,R,91,,,,,,,91
4435,R. Prior,1884435541,UVA,90,R,106,,,,,,,106
4436,J. Milleville,1884479811,RAD,528,R,91,101,,99,83,98,,95
4437,J. Unger,1885199976,NEB,542,R,106,110,98,,,,,106
4438,T. Shaw,1885286845,GRAM,317,L,111,,107,,,,,110
4439,J. Clark,1885568097,NAVY,432,R,113,,94,,,,,109
4440,P. Dillhoff,1885769615,UNLV,1091,L,105,117,103,96,100,105,,105
4441,V. Heath,1885959770,AAMU,33,R,84,,,,,,,84
4442,J. Roig,1885979573,STET,126,R,115,,104,114,,,,112
4443,J. Crews,1886210934,GAST,364,R,113,100,104,,,,,109
4444,B. Anvar,1886622015,RICH,322,R,100,81,,,,91,,92
4445,A. Gonzalez,1886801546,USD,233,R,93,,,94,97,103,,97
4446,J. Joyce,1886904686,COPP,76,R,107,,,,95,,,101
4447,J. Culp,1887211295,ILST,274,R,100,105,,,,112,,103
4448,B. LeBlanc,1887334048,OKST,250,L,108,108,,,,,,108
4449,W. Smith,1890307153,WVU,43,R,100,,,,,,,100
4450,D. Swinehart,1890437500,VALP,382,R,102,93,,,,89,,99
4451,J. Campbell,1890491822,FAMU,64,R,88,88,,,,,,88
4452,M. Reimers,1891168022,SCU,90,R,114,,94,,,,,106
4453,N. Holland,1891168604,COPP,51,R,91,,,,,,,91
4454,H. Pearson,1891273222,ULL,449,L,114,97,,,,,,112
4455,K. Hyer,1891494960,RICH,66,L,96,88,,,,,,93
4456,I. Culver,1891957539,UTAH,260,R,89,,96,104,,,,95
4457,J. Lenahan,1892061239,HC,557,R,98,106,,,,79,,91
4458,N. Hiscox,1892488394,LMC,50,R,77,,,,,,,77
4459,J. Kostulious,1892568271,UONH,170,R,96,94,,,,,,96
4460,M. Miller,1893102287,MSST,360,L,120,,,,98,118,,117
4461,T. Martin,1893153714,ME,362,R,106,99,96,,,126,,105
4462,A. Miller,1893253834,MORE,635,R,94,107,106,,111,102,,102
4463,A. Parker,1893400469,GMU,575,R,96,102,103,,,99,,98
4464,T. Von Kapff,1893648363,CHSO,1054,R,96,97,,105,,111,,101
4465,M. Shorey,1893833085,VAN,52,L,116,110,,,,,,113
4466,R. Combs,1894242761,CHAR,641,R,104,94,,,104,94,,97
4467,J. Edwards,1894663647,JKST,302,R,99,96,,,,,,98
4468,M. McDermott,1895077023,UONH,95,R,92,84,,,,,,88
4469,D. Kazee,1895390371,PEAY,32,L,,102,,,,,,102
4470,L. Smith,1895519189,PAC,561,R,86,108,,,,,103,93
4471,B. Cadieux,1895601173,ALBY,282,R,87,75,,,,101,,89
4472,L. Fontenot,1895647641,LT,797,L,105,,96,,,88,,101
4473,T. Stone,1895803387,VT,25,R,110,,,,,,,110
4474,A. Allen,1895819938,ARST,705,R,118,102,108,,,100,,113
4475,J. Dumont,1896512410,SLU,168,L,93,,99,,,94,,95
4476,G. Thompson,1897229556,BRAD,531,R,87,102,,,93,115,,101
4477,C. Waibel,1897866737,BAY,65,R,98,96,,,,,,97
4478,H. Lancaster,1897978924,UNCG,69,L,93,97,,,,,,95
4479,W. Libbert,1898290254,MISS,746,L,118,107,,99,,85,,108
4480,C. Smith,1898505359,MCYH,32,L,83,,,,,,,83
4481,C. Willcox,1899231054,GT,245,R,96,105,,114,101,90,,101
4482,D. Nelson,1899382809,BRWN,756,R,85,108,,,93,120,,97
4483,J. Woodworth,1900545188,PEPP,41,R,112,,,,,,,112
4484,C. Beck,1901568352,AKR,297,L,101,101,,,,,,101
4485,J. Abercrombie,1902017668,UTAH,409,R,104,102,,,,,102,103
4486,K. Bacosa,1902039234,SJSU,55,R,96,,,,,,,96
4487,M. Green,1903001256,UNO,110,R,92,101,,,,,,95
4488,D. Kirksey,1903281421,COPP,29,R,,,,,81,,,81
4489,I. Goodness,1903307026,LMC,66,R,85,,,,,,,85
4490,P. Dickens,1904453353,HOU,26,R,,,,,112,,,112
4491,R. Seo,1904630943,CSF,119,R,,115,,,89,,,100
4492,R. Oakes,1904968279,NEV,556,R,90,103,,,,104,,96
4493,D. Lemaster,1904974265,LIP,47,R,113,,,,,,,113
4494,Z. Evenson,1905959167,MCYH,160,L,81,77,92,,,94,,87
4495,A. Alvarez,1906007146,AUB,1179,R,113,93,99,100,,88,,103
4496,J. Stepner,1906518526,UMES,53,R,87,,,,,,,87
4497,J. Nestler,1907017768,SJU,644,R,114,84,88,,,95,,106
4498,J. Nichols,1907374041,MRMK,153,R,92,100,,99,,,,96
4499,Z. Serup,1907421076,WKU,414,L,103,104,95,95,,,,101
4500,N. Hook,1907652294,SCUS,238,R,78,89,,,,108,,87
4501,K. Stotlar,1908342207,WIU,240,L,82,86,,,64,87,,83
4502,I. Koosman,1908498512,CREI,535,R,98,,96,,,105,,99
4503,J. Reyes,1908756802,SCUS,278,R,102,107,,103,100,,,102
4504,C. Jernigan,1909322035,WM,409,R,88,99,,,,,,92
4505,M. Totten,1909354886,NDSU,68,R,89,,,,90,,,90
4506,D. Volz,1909388735,HC,372,L,107,103,,,,107,,106
4507,C. Lewis,1909470837,GAST,386,L,120,,106,,,,,118
4508,G. McKelvey,1909882591,AC,111,R,103,,99,,,,,102
4509,O. Pudvar,1909941695,CONN,691,L,106,94,,99,100,89,,99
4510,E. Torres,1910109564,UMES,27,L,97,,,,,,,97
4511,G. Harris,1910432124,USM,1179,L,112,103,,84,119,82,,109
4512,J. Savinon,1911067757,RUTG,488,L,111,,102,95,,95,,105
4513,S. Rufenacht,1911300547,TOL,79,L,107,98,,,,,,104
4514,C. Timmons,1911978552,NMSU,262,R,85,96,,,,114,,96
4515,E. Valdez,1912105942,NEV,530,R,106,,,,,125,,115
4516,L. Williams,1912306840,MD,889,R,114,110,,97,108,109,,111
4517,D. Gray,1912858128,UTU,35,R,96,,,,,,,96
4518,N. Bernard,1913194951,USF,382,R,94,113,109,,99,115,,102
4519,T. Davis,1913218596,JKST,487,R,113,104,,,,93,,107
4520,J. Gregor,1913463969,LOU,97,R,,,,,96,102,,98
4521,M. Loch,1913705682,ME,114,R,113,101,,,,,,109
